pair,distance_km,duration_hr,avg_speed_kmh
Los_Angeles_to_San_Diego,0.193676,3.4848055555555555,0.05557727595195013
Miami_to_San_Francisco,4.948063,69.91772222222222,0.07076979688030137
Philadelphia_to_Baltimore,0.164835,2.8745555555555553,0.057342777627459325
Los_Angeles_to_Boston,4.821645,68.70963888888889,0.07017421540807593
San_Antonio_to_Austin,0.127574,2.1630555555555557,0.058978605367920885
Washington_to_Baltimore,0.076288,1.3540833333333333,0.056339220875130776
New_York_to_Philadelphia,0.151607,2.6213888888888888,0.057834608456077144
Phoenix_to_Seattle,2.276125,31.827805555555557,0.07151372707826227
