route_id,state,minutes
Phoenix_to_Seattle,Arizona,351
Phoenix_to_Seattle,Idaho,306
Phoenix_to_Seattle,Nevada,654
Phoenix_to_Seattle,Oregon,273
Phoenix_to_Seattle,Washington,327
