route_id,state,minutes
Los_Angeles_to_Boston,Arizona,40
Los_Angeles_to_Boston,California,311
Los_Angeles_to_Boston,Colorado,623
Los_Angeles_to_Boston,Illinois,236
Los_Angeles_to_Boston,Indiana,62
Los_Angeles_to_Boston,Iowa,410
Los_Angeles_to_Boston,Massachusetts,187
Los_Angeles_to_Boston,Michigan,376
Los_Angeles_to_Boston,Nebraska,488
Los_Angeles_to_Boston,Nevada,171
Los_Angeles_to_Boston,New York,466
Los_Angeles_to_Boston,Ontario,253
Los_Angeles_to_Boston,Utah,501
